image_path,split,true_label,white_region_fraction,white_largest_component_pixels,white_largest_component_border_share,white_largest_component_bbox_fill,has_substantial_white_region,edge_fraction,largest_edge_component_pixels,edge_border_fraction,has_coast_or_land_water_candidate,dark_pixel_fraction,dark_largest_component_pixels,dark_largest_component_border_share,dark_largest_component_bbox_fill,dark_largest_component_elongation,has_dark_linear_or_curvilinear_candidate,predicted_probability,predicted_label,error_type
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\0_0_0_img_1cfz8kyuxzEciTLU_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\445_9400_2800_img_WeIeexQuneJvvTlN_GBR_cls_0.jpg,train,0,0.4092375,65285,0.011457455770850885,0.5667100694444445,1,0.0231625,3658,0.03696708041014571,0,0.00303125,66,0.0,0.7333333333333333,1.4827406525519156,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1_200_0_img_pp1fCN6HMkoJohDl_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\768_4600_6600_img_qALjHavYViXEzI6R_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\1878_4800_6600_img_brPcbMuyNWuyPEm2_SIN_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.00154375,130,0.2145748987854251,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\2701_4000_9600_img_y3mLfCukQzmao9DK_SIN_cls_0.jpg,train,0,0.7771125,124127,0.009409717466788047,0.77579375,1,0.02835,3583,0.0341710758377425,0,0.02990625,2258,0.006200177147918512,0.32559480894015863,1.8287422951258163,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1561_9600_8600_img_hTCjblaneL1m4O4J_GBR_cls_0.jpg,train,0,0.00061875,99,0.29292929292929293,0.495,0,0.00205625,242,0.8389057750759878,1,0.0077375,694,0.04755043227665706,0.32369402985074625,4.331832036414912,1,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\5_200_200_img_OZOKfJGSBM5Qz84b_JAV_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1546_11800_6600_img_eQkjf76LHGjg1Ywy_GBR_cls_0.jpg,train,0,0.002225,131,0.0,0.3898809523809524,0,0.00625625,422,0.017982017982017984,0,0.0001,10,0.0,0.5,2.4404204433753667,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\2662_10400_9000_img_vSUGaWj70WqEumLj_SIN_cls_1.jpg,train,1,0.009675,230,0.0,0.49145299145299143,0,0.11451875,1384,0.11253615674289144,0,0.03615,4016,0.015189243027888447,0.28083916083916083,2.1759103949474423,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\2366_8800_8000_img_ZTpPHmS1rqJyY9Qe_GBR_cls_0.jpg,train,0,0.1006625,9416,0.008708581138487681,0.32485768500948764,1,0.0441875,1037,0.14214992927864215,1,0.1847125,18274,0.0,0.3842304457527334,1.8052471436201656,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\4_0_200_img_3DC0CblLrWfp89qG_CHS_cls_1.jpg,train,1,0.000925,148,0.31756756756756754,0.44047619047619047,0,0.002475,217,0.5959595959595959,1,0.00221875,212,0.0,0.18596491228070175,5.1213525731877105,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\2423_13400_8400_img_U3vUTlfaiY3laXhO_SIN_cls_0.jpg,train,0,0.634925,101417,0.008913692970606506,0.8565625,1,0.013825,2208,0.05063291139240506,0,0.00025,8,0.0,0.8,2.843350491700572,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\791_8400_3400_img_W12PwkWb3GDA8zVl_GBR_cls_0.jpg,train,0,0.0083875,1045,0.0,0.5864197530864198,0,0.0137375,823,0.03821656050955414,0,0.00731875,815,0.0,0.49877600979192166,1.2748836306987155,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\58_2800_800_img_fwzuaQAoW9NZxTJk_GBR_cls_0.jpg,train,0,0.00069375,110,0.21818181818181817,0.4074074074074074,0,0.00266875,282,0.8946135831381733,1,0.00255625,409,0.10024449877750612,0.37013574660633486,7.166583661959546,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\9_200_400_img_PIftFHB3pQz0To4x_JAV_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\2506_7800_9400_img_3mUJV6aLAb2fswWA_SIN_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0002125,13,0.08823529411764706,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1034_2000_4000_img_bGf2EjbTU9OGJLLg_GIB_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1_200_0_img_2261CdQE3UgY90zy_NOR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.13595,7714,0.045237219566016916,0,0.15104375,6574,0.008974749011256465,0.7445916864877109,1.4140191337204753,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1233_7600_5200_img_uXH7Ua8YQdBLIjPq_GBR_cls_0.jpg,train,0,0.01069375,1466,0.0,0.4772135416666667,0,0.00723125,297,0.1581676750216076,1,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\2_400_0_img_BdMoueiegcsIivTP_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0009125,114,0.7808219178082192,0,0.00193125,309,0.1941747572815534,0.4951923076923077,4.824665907979628,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1_200_0_img_FfWUJIpcs7q6Qxvs_BOS_cls_0.jpg,train,0,0.1519,24297,0.02127834712104375,0.5785,1,0.01951875,3073,0.06660262568043548,0,0.00480625,112,0.0,0.10606060606060606,16.031119880935563,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\717_11000_7400_img_Hmf9ZBnhPJwj8FFT_GBR_cls_0.jpg,train,0,0.012425,1878,0.05218317358892439,0.7930743243243243,0,0.004475,599,0.2430167597765363,1,0.95319375,152500,0.008268852459016393,0.953125,1.093157850908295,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\3_600_0_img_2dbcr458et5bJ2gR_ADR_cls_0.jpg,train,0,6.25e-06,1,0.0,1.0,0,0.00214375,51,0.014577259475218658,0,0.00703125,548,0.0,0.25218591808559593,3.5236716638555228,1,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\671_11200_3600_img_VQ0tX18LTNUQX1ru_GBR_cls_0.jpg,train,0,0.33015,48068,0.009216110510110677,0.5777403846153846,1,0.03553125,3311,0.1447669305189094,1,0.1376375,2946,0.002036659877800407,0.22670257791458254,2.604363029750796,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\431_6600_2200_img_S5lH1FKJBKH26Jcx_SIN_cls_0.jpg,train,0,0.00519375,413,0.0,0.6781609195402298,0,0.00378125,224,0.12892561983471074,1,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\8_0_400_img_QBHmNt3lqX8mEuNa_GBR_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1132_6600_5000_img_NNUPAAqgeqSVbS3K_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.00064375,23,0.0,0,0.0001125,13,0.0,0.8125,1.173721592892615,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\0_0_0_img_65eh7NUooTHHfXEq_SFr_cls_0.jpg,train,0,1.25e-05,2,0.0,1.0,0,0.03144375,181,0.09143311468892865,0,0.01050625,27,0.0,0.5510204081632653,1.3545118591753031,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\408_7400_3000_img_2WLW6M4XGLG3mkei_GBR_cls_0.jpg,train,0,0.0493375,7598,0.01579362990260595,0.6281415343915344,1,0.009525,1438,0.1994750656167979,1,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1292_1400_7200_img_pepkQ8VuRHcXSjQV_GBR_cls_0.jpg,train,0,0.23524375,3949,0.0,0.2654789915966387,1,0.0002125,9,0.29411764705882354,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1754_5400_6600_img_4p0lcFjpNkEVCLnw_GBR_cls_0.jpg,train,0,0.0475875,7540,0.034217506631299736,0.46178343949044587,1,0.00745625,620,0.14836546521374686,1,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1584_11200_9200_img_PSCKmJlRoh9YzdPh_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.00073125,101,0.5811965811965812,0,0.67336875,106636,0.007708466184027908,0.666475,1.4602320654750596,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1900_14200_8200_img_s8lgt729lqUugv4W_GBR_cls_0.jpg,train,0,0.0713125,6835,0.04169714703730797,0.4929679047962495,1,0.01949375,2357,0.22539275408784867,1,0.01063125,1701,0.021164021164021163,0.09616689280868386,38.60226337664897,1,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\0_0_0_img_apVPEHcRGeZglj0H_JAP_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\59_10000_2200_img_2QTCUssTliHGkIRu_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.00129375,73,0.01932367149758454,0,0.01183125,1444,0.00554016620498615,0.4979310344827586,1.253251026954128,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1028_9600_6600_img_fHnPl4eNVRFKJcnB_SIN_cls_0.jpg,train,0,0.00341875,146,0.0,0.4965986394557823,0,0.00170625,76,0.1391941391941392,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\871_5400_9600_img_A9ly4SbOQsep4VKL_SIN_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.00370625,161,0.09612141652613827,0,0.000525,55,0.0,0.7142857142857143,1.6590459098045458,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1491_9200_5400_img_KV2ghLiOBMXJytWW_SIN_cls_0.jpg,train,0,0.0577,7996,0.024762381190595296,0.48815628815628814,1,0.006925,127,0.1588447653429603,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1056_3000_6800_img_qUsHo6RnMshma20w_SIN_cls_0.jpg,train,0,0.814925,130388,0.008029880050311378,0.814925,1,0.0200875,2927,0.09365276913503423,0,0.102225,15708,0.020562770562770564,0.3892358013678264,1.9453810874525899,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\2214_2400_7600_img_a09B1dLRGC0yJAfY_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.011725,375,0.053304904051172705,0,0.03830625,1890,0.0,0.5005296610169492,1.6492209872525012,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\622_9200_3400_img_JpBqr5HPbIPoQbiT_GBR_cls_0.jpg,train,0,0.2963625,39942,0.00500726052776526,0.48007211538461536,1,0.04265625,2454,0.09831501831501832,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\3_600_0_img_2rU2PCgsfYt3e6W4_PHI_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.001725,85,0.028985507246376812,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\0_0_0_img_ASbu4gzrobSQWPvk_JAV_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\3_600_0_img_7dB9UD42jTC6o3KO_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\10_400_400_img_55T4gnaBobUtA6u9_JAV_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\2274_8000_9400_img_NxiF4FAloUeZtMCf_GBR_cls_0.jpg,train,0,0.000525,76,0.0,0.40641711229946526,0,0.004975,188,0.07914572864321608,0,2.5e-05,4,0.0,1.0,1.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1014_15000_7000_img_aI6Cw9n8ZKQcrflG_GBR_cls_0.jpg,train,0,0.31746875,50787,0.012877311122925159,0.7014779005524862,1,0.02446875,2068,0.058492975734355045,0,0.0217875,3486,0.004876649454962708,0.07712389380530973,48.96647977333715,1,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1015_14800_3800_img_8SYPOVHlAFCZbnCb_GIB_cls_0.jpg,train,0,0.00104375,112,0.0,0.5743589743589743,0,0.00630625,254,0.17046580773042616,1,0.000525,46,0.0,0.4423076923076923,2.361333258816647,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\113_6000_1800_img_1NN7h3LHQA1n5kJF_GBR_cls_0.jpg,train,0,0.0035,560,0.02142857142857143,0.6956521739130435,0,0.00296875,295,0.38526315789473686,1,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1224_2600_5400_img_LJXTr1o0YiGyQtWn_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.00323125,51,0.1470019342359768,0,0.0267125,942,0.024416135881104035,0.47575757575757577,2.9358982713560544,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\6_400_200_img_8DZfaoQxd671rpQv_JAV_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\858_7600_3600_img_FFmJpZAepJBNJAmJ_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0028625,335,0.17467248908296942,1,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\1439_5600_5400_img_6sD7bM8Y4TWRvyLV_SIN_cls_1.jpg,train,1,0.0074625,306,0.0,0.6071428571428571,0,0.005125,160,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1586_4600_6200_img_03Q3PAMUQOZKM0H5_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.00431875,112,0.030390738060781478,0,0.54930625,86745,0.009107153150037467,0.7401450511945392,1.7240358511775629,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\2_400_0_img_2GxfQi5pDlJxiVuB_ISR_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\5_200_200_img_m3SgSR4t0btgpFq8_ISR_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.00339375,543,0.02394106813996317,0.23385012919896642,6.355575572410862,1,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\0_0_0_img_BIQHkMAuRdH1ksLY_PHI_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0161,1527,0.15333850931677018,1,0.00995625,420,0.0,0.5217391304347826,1.6947185070425634,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\660_9000_3600_img_JifQqoNifSjbDQQ6_GBR_cls_0.jpg,train,0,0.03498125,4041,0.024746349913387776,0.5396634615384616,1,0.0145875,1210,0.43316195372750643,1,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\13_1600_200_img_UrzPfl5kCZkPSssJ_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.00075,84,0.0,0,0.7526375,120253,0.007875063407981506,0.75158125,1.3172664072941802,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\0_0_0_img_PB3zgXdYZxjItieb_SFr_cls_0.jpg,train,0,6.25e-06,1,0.0,1.0,0,0.0222375,114,0.13012928611579538,0,0.0395375,72,0.0,0.4675324675324675,1.4641851898077949,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\76_6400_1600_img_uUe6cZtjdRhUIV2D_GBR_cls_0.jpg,train,0,0.55609375,88364,0.00913267846634376,0.7080448717948717,1,0.0408625,3184,0.055674518201284794,0,0.0117375,908,0.0,0.13670581150255948,24.01203348738463,1,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\2558_8600_8600_img_rzM3LhmyiFkOg7rs_SIN_cls_0.jpg,train,0,0.00219375,253,0.0,0.5816091954022988,0,0.00189375,191,0.3696369636963696,1,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\4_0_200_img_fLruz7YoMKPt4VGP_JAV_cls_1.jpg,train,1,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1221_9800_4800_img_Edz3n4Kk2uVwdfyZ_SIN_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\1741_4800_6200_img_CTAw8UL9CiOI300a_GBR_cls_0.jpg,train,0,0.0,0,0.0,0.0,0,0.00038125,38,0.0,0,0.0,0,0.0,0.0,0.0,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\0_0_0_img_7YjTwYP4tNaa4A8R_BOR_cls_0.jpg,train,0,1.875e-05,3,0.0,0.75,0,0.0011375,109,0.38461538461538464,0,0.907625,145143,0.010424202338383525,0.90714375,1.0087866953650917,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_1\1\750_10200_5200_img_SscIuyhEaLkjIBY2_SIN_cls_1.jpg,train,1,0.0009375,44,0.0,0.6111111111111112,0,0.0162125,1144,0.049730146491904395,0,0.0161375,1618,0.007416563658838072,0.47144522144522144,2.9961031134040907,0,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\421_13400_2600_img_dJUqAt2BqyPJMudc_GBR_cls_0.jpg,train,0,0.027875,4160,0.052884615384615384,0.46099290780141844,1,0.0171,2078,0.2576754385964912,1,0.01275625,2035,0.026535626535626536,0.15900922019065478,21.011518226642387,1,,,
C:\Users\amit nagar\Projects\oilguard\data\CSIRO\S1SAR_UnBalanced_400by400_Class_0\0\2516_13200_8400_img_kppanj3FbjA6Adk_SIN_cls_0.jpg,train,0,0.52693125,84094,0.009750992936475848,0.82123046875,1,0.01689375,2703,0.05993340732519423,0,0.00063125,17,0.0,0.37777777777777777,3.51288375599764,0,,,
